Gm29671	chrY	37764182	37767528
Gm21878	chrY	37773407	37774102
Gm28162	chrY	37810308	37810922
Gm28789	chrY	75145003	75148242
Gm20738	chrY	37913156	37915490
Gm20814	chrY	75207125	75233327
Gm28787	chrY	75293574	75294269
Gm28788	chrY	75330518	75330892
Gm28545	chrY	38022387	38025625
Gm28547	chrY	38057568	38060910
Gm29278	chrY	75367611	75370847
Gm28546	chrY	38098866	38099480
Gm28608	chrY	75580166	75580780
Gm28607	chrY	75616961	75617299
Gm28771	chrY	38295430	38298668
Gm28772	chrY	38331844	38335184
Gm28606	chrY	75664495	75667734
Gm28773	chrY	38369983	38370678
Gm20850	chrY	75726591	75752818
Gm20897	chrY	38431406	38457583
Gm29574	chrY	75813201	75813896
Gm28774	chrY	38516408	38519645
Gm29575	chrY	75850183	75850497
Gm28775	chrY	38551562	38554905
Gm21765	chrY	38561027	38561722
Gm28776	chrY	38599181	38599795
Gm28176	chrY	38827980	38830343
Gm28786	chrY	38852738	38853263
Gm29360	chrY	38890449	38892728
Gm28121	chrY	76653539	76653877
Gm29497	chrY	39114193	39117425
Gm29499	chrY	39299890	39300375
Gm28123	chrY	76860450	76861145
Gm28120	chrY	76897545	76897859
Gm29313	chrY	76934608	76937847
Gm29498	chrY	39367166	39369445
Gm36782	chrY	39406588	39407085
Gm29839	chrY	39459472	39459969
Gm29314	chrY	77189641	77190255
Gm29310	chrY	77226496	77227191
Gm29311	chrY	77268515	77271301
Gm29312	chrY	77417625	77418320
Gm29308	chrY	77454469	77454783
Gm29309	chrY	77456192	77459535
Gm28702	chrY	77488086	77493212
Gm28701	chrY	77490182	77492406
Gm28699	chrY	77578588	77579283
Gm28705	chrY	77615500	77615814
Gm28704	chrY	77617224	77620570
Gm28540	chrY	77654946	77658183
Gm28537	chrY	77828310	77828624
Gm28538	chrY	77830030	77833373
Gm29569	chrY	77865363	77868601
Gm20867	chrY	77972142	77974473
Gm29568	chrY	78063273	78064814
Gm29567	chrY	78075953	78076567
Gm21198	chrY	78112774	78113469
Gm29566	chrY	78158357	78168774
Gm29565	chrY	78162121	78165360
Gm29147	chrY	78334835	78335149
Gm29146	chrY	78336563	78339904
Gm28664	chrY	78368078	78378548
Gm28663	chrY	78371897	78375134
Gm29148	chrY	78557175	78557510
Gm29145	chrY	78584670	78585125
Gm28817	chrY	78643795	78668759
Gm28816	chrY	78662528	78665322
Gm20806	chrY	78846990	78849325
Gm28815	chrY	78876751	78877365
Gm28813	chrY	78939065	78942302
Gm29274	chrY	42414903	42418140
Gm29275	chrY	42442989	42446223
Gm29276	chrY	42505428	42537595
Gm21805	chrY	42690697	42691392
Gm29645	chrY	42726150	42726677
Gm28312	chrY	42788498	42789025
Gm29042	chrY	42930494	42930940
Gm29031	chrY	79705984	79706597
Gm28311	chrY	43002855	43006089
Gm29032	chrY	79742790	79743486
Gm28310	chrY	43031744	43034976
Gm29606	chrY	79784719	79787514
Gm28568	chrY	43406479	43409712
Gm29189	chrY	79996888	79997502
Gm29286	chrY	43758445	43760724
Gm29285	chrY	43797976	43798503
Gm28280	chrY	43820606	43822969
Gm28159	chrY	80231342	80232037
Gm28278	chrY	44109952	44113186
Gm28160	chrY	80250712	80251026
Gm28157	chrY	80252441	80255782
Gm28161	chrY	80504296	80504909
Gm28695	chrY	80541092	80541788
Gm28696	chrY	80547675	80551023
Gm28886	chrY	44303647	44304174
Gm28899	chrY	80797230	80797844
Gm29426	chrY	44341258	44343536
Gm28885	chrY	44409592	44410154
Gm28887	chrY	44773755	44782728
Gm28896	chrY	81024661	81025356
Gm29444	chrY	44776352	44779241
Gm21783	chrY	44935913	44936608
Gm28895	chrY	81296249	81296944
Gm28894	chrY	81325768	81326382
Gm21829	chrY	81362608	81363303
Gm28457	chrY	45181085	45184316
Gm29324	chrY	81407170	81410407
Gm28741	chrY	81630241	81633478
Gm28742	chrY	81843048	81843662
Gm28458	chrY	45404305	45407537
Gm28743	chrY	81886681	81890029
Gm28461	chrY	45744076	45744603
Gm28124	chrY	81921959	81925197
Gm28460	chrY	45767025	45769385
Gm28126	chrY	82121972	82123514
Gm28851	chrY	45806463	45806990
Gm28125	chrY	82137211	82137825
Gm28456	chrY	45829380	45831743
Gm29648	chrY	46352193	46353290
Gm29468	chrY	82327836	82328531
Gm29646	chrY	46579374	46582607
Gm29469	chrY	82356385	82356699
Gm29472	chrY	82358114	82361457
Gm28549	chrY	46608269	46611503
Gm29473	chrY	82393458	82396694
Gm29211	chrY	46697502	46721894
Gm29212	chrY	46732385	46732999
Gm29382	chrY	82608559	82609173
Gm28224	chrY	82645176	82645872
Gm29210	chrY	46852250	46854613
Gm28226	chrY	82651759	82655107
Gm29213	chrY	46877022	46877549
Gm28225	chrY	82686996	82690235
Gm28550	chrY	46914639	46916999
Gm28604	chrY	46939447	46939974
Gm28829	chrY	82902255	82902869
Gm21901	chrY	82939007	82939702
Gm28565	chrY	47256776	47259054
Gm28566	chrY	47296338	47296865
Gm28697	chrY	47319171	47321535
Gm28828	chrY	83128900	83129595
Gm28554	chrY	47362549	47363076
Gm28831	chrY	83165909	83166223
Gm28832	chrY	83202996	83206233
Gm28658	chrY	83402101	83402715
Gm29238	chrY	83438978	83439672
Gm29056	chrY	47549381	47552613
Gm21088	chrY	83548836	83562753
Gm29239	chrY	83628709	83629404
Gm29098	chrY	47578323	47581558
Gm54343	chrY	83686611	83686718
Gm29373	chrY	47836541	47839774
Gm54344	chrY	83823857	83823964
Gm29370	chrY	47861421	47861948
Gm21751	chrY	47896836	47897531
Gm29476	chrY	83967972	83968586
Gm29166	chrY	48190346	48192623
Gm21717	chrY	84004921	84005616
Gm28194	chrY	48224625	48225152
Gm28753	chrY	48439224	48442459
Gm28475	chrY	84268910	84272146
Gm28476	chrY	84376824	84377519
Gm28193	chrY	48704063	48704677
Gm28751	chrY	48948783	48949478
Gm28752	chrY	48985777	48986091
Gm28726	chrY	49022863	49026102
Gm29267	chrY	49397629	49398006
Gm29268	chrY	49426958	49427572
Gm29269	chrY	49463866	49464561
Gm28757	chrY	85097921	85098616
Gm29270	chrY	49470399	49473740
Gm28348	chrY	85196350	85197931
Gm28973	chrY	85209054	85209666
Gm29271	chrY	49505627	49508865
Gm21734	chrY	85245947	85246642
Gm28972	chrY	85252547	85255893
Gm28970	chrY	85282070	85284383
Gm28971	chrY	85316374	85319611
Gm54345	chrY	85425287	85425394
Gm20854	chrY	85539786	85542177
Gm28349	chrY	85569581	85570195
Gm21892	chrY	85606484	85607179
Gm28346	chrY	85613079	85616425
Gm28345	chrY	85642562	85644875
Gm29090	chrY	85673035	85683514
Gm28152	chrY	85676858	85680095
Gm54346	chrY	85785711	85785818
Gm29505	chrY	85929918	85930532
Gm28823	chrY	85973403	85976749
Gm28871	chrY	50179073	50179759
Gm28220	chrY	86011028	86014268
Gm29512	chrY	50216048	50216362
Gm29511	chrY	50255566	50258802
Gm20820	chrY	86073041	86099221
Gm28219	chrY	86159381	86160076
Gm28218	chrY	86230613	86233850
Gm29121	chrY	50461385	50461999
Gm54347	chrY	86337286	86337393
Gm29120	chrY	50498093	50498788
Gm29117	chrY	50541096	50544334
Gm28057	chrY	86474081	86474695
Gm21796	chrY	86510886	86511581
Gm29302	chrY	86517442	86520788
Gm20883	chrY	50604830	50631040
Gm29119	chrY	50692597	50693292
Gm29118	chrY	50729591	50729905
Gm28440	chrY	86551475	86554713
Gm29299	chrY	86613536	86639743
Gm29116	chrY	50766623	50769862
Gm29298	chrY	86699924	86700619
Gm29092	chrY	86736993	86737307
Gm29091	chrY	86738716	86742050
Gm29320	chrY	50981018	50981632
Gm29297	chrY	86777331	86780568
Gm28366	chrY	86987230	86987844
Gm29319	chrY	51209215	51209910
Gm28317	chrY	51247851	51251192
Gm28318	chrY	51277174	51280412
Gm28313	chrY	51405548	51407130
Gm28314	chrY	51418223	51418567
Gm28315	chrY	51456669	51460012
Gm29115	chrY	87421633	87422247
Gm28316	chrY	51492011	51495250
Gm28944	chrY	51694020	51695561
Gm20906	chrY	87562235	87586960
Gm28943	chrY	51706677	51707291
Gm29111	chrY	87647275	87647970
Gm28946	chrY	51743607	51744302
Gm28110	chrY	87684207	87684521
Gm28945	chrY	51750159	51753497
Gm28109	chrY	87685933	87689273
Gm28108	chrY	87721235	87724471
Gm28106	chrY	87918537	87919151
Gm28949	chrY	51936257	51936952
Gm28948	chrY	51975007	51978350
Gm28716	chrY	88151677	88152372
Gm28717	chrY	88188552	88188866
Gm28718	chrY	88190275	88193620
Gm28950	chrY	52010349	52013588
Gm29162	chrY	88225573	88228811
Gm29169	chrY	52288105	52288719
Gm21777	chrY	88271557	88272252
Gm28866	chrY	88278113	88281457
Gm29063	chrY	52339299	52342641
Gm28737	chrY	52344051	52344365
Gm28405	chrY	88313354	88316589
Gm28738	chrY	52380578	52381273
Gm28406	chrY	88429561	88431142
Gm28978	chrY	88442247	88442861
Gm29436	chrY	88485382	88488293
Gm28197	chrY	52493585	52496823
Gm20819	chrY	88545882	88572174
Gm29437	chrY	88632424	88633119
Gm28736	chrY	52634775	52635389
Gm28977	chrY	88672462	88675805
Gm21840	chrY	52671497	52672192
Gm28407	chrY	88707734	88710970
Gm28735	chrY	52714483	52717722
Gm29391	chrY	88926825	88927439
Gm29392	chrY	88970445	88973793
Gm28672	chrY	89233336	89236565
Gm28734	chrY	52863023	52863718
Gm28232	chrY	52900014	52900328
Gm28670	chrY	89402797	89406030
Gm28732	chrY	52901734	52905076
Gm28673	chrY	89618928	89622163
Gm28733	chrY	52937085	52940322
Gm28674	chrY	89647475	89650707
Gm28233	chrY	53139014	53140555
Gm28235	chrY	53143219	53144633
Gm28234	chrY	53151670	53152284
Gm28930	chrY	89938389	89946282
Gm28236	chrY	53230589	53233828
Gm29504	chrY	90286493	90288770
Gm20747	chrY	53412532	53414870
Gm29250	chrY	53432407	53433960
Gm29251	chrY	53445112	53445726
Gm29252	chrY	53488746	53492093
Gm29248	chrY	53523992	53527230
Gm29484	chrY	53709303	53709626
Gm28908	chrY	53726191	53727736
Gm28907	chrY	53741228	53741842
Gm20929	chrY	53840528	53866729
Gm28910	chrY	53931914	53932609
Gm28909	chrY	53960409	53960723
Gm28276	chrY	53962139	53965481
Gm28274	chrY	53997836	54000732
Gm28275	chrY	54108254	54108948
Gm28290	chrY	54212361	54212974
Gm28292	chrY	54249198	54249894
Gm28291	chrY	54287093	54290332
Gm28293	chrY	54328153	54331390
Gm28698	chrY	54515400	54516014
Gm29305	chrY	54558990	54562336
Gm29303	chrY	54600951	54604191
Gm29307	chrY	54738564	54739259
Gm29557	chrY	54816337	54817195
Gm54348	chrY	54925576	54925683
Gm29306	chrY	55069572	55070186
Gm29558	chrY	55333557	55333931
Gm29555	chrY	55370515	55373751
Gm28355	chrY	55571219	55572762
Gm28354	chrY	55583863	55584540
Gm28352	chrY	55627404	55630750
Gm28200	chrY	55792639	55792953
Gm28201	chrY	55794370	55797712
Gm28202	chrY	55830043	55832939
Gm28204	chrY	56044573	56045186
Gm28205	chrY	56081415	56082111
Gm28206	chrY	56087981	56091328
Gm28207	chrY	56121852	56125090
Gm28208	chrY	56163202	56166098
Gm29224	chrY	56349913	56350527
Gm29222	chrY	56393530	56396876
Gm29221	chrY	56416855	56426346
Gm29220	chrY	56435449	56438690
Gm29132	chrY	59780165	59782529
Gm21450	chrY	59804960	59805487
Gm21843	chrY	59840290	59840983
Gm28889	chrY	60123608	60126307
Gm28691	chrY	60343643	60346875
Gm28692	chrY	60373034	60375396
Gm28690	chrY	60566546	60568906
Gm28689	chrY	60593620	60594147
Gm28687	chrY	60630853	60634086
Gm20987	chrY	60655733	60656260
Gm21918	chrY	60691135	60691830
Gm29207	chrY	61204605	61207836
Gm29204	chrY	61233526	61236761
Gm21577	chrY	61535111	61535807
Gm29206	chrY	61564750	61592459
Gm29614	chrY	61742906	61743599
Gm29613	chrY	61779899	61780211
Gm29612	chrY	61781629	61784973
Gm29343	chrY	61798177	61823650
Gm29342	chrY	61816984	61820223
Gm28598	chrY	62058562	62059176
Gm28599	chrY	62095472	62096165
Gm28185	chrY	62286779	62287472
Gm29037	chrY	62323748	62324060
Gm20823	chrY	62471032	62473373
Gm29548	chrY	62612291	62612984
Gm29547	chrY	62656824	62660063
Gm29545	chrY	62810750	62811443
Gm29544	chrY	62847725	62848037
Gm29209	chrY	62883427	62893890
Gm29549	chrY	62887233	62890469
Gm21617	chrY	63063709	63064399
Gm28589	chrY	63093347	63093961
Gm29420	chrY	63130051	63130744
Gm29421	chrY	63173062	63176300
Gm21627	chrY	63236955	63263172
Gm29422	chrY	63324811	63325504
Gm28808	chrY	63361810	63362122
Gm29060	chrY	63689064	63699536
Gm29061	chrY	63692871	63696110
Gm29062	chrY	63842432	63843125
Gm29057	chrY	63879364	63879678
Gm29625	chrY	63910416	63913654
Gm29058	chrY	64051440	64052054
Gm29059	chrY	64088156	64088470
Gm29628	chrY	64125220	64128459
Gm29623	chrY	64376687	64377382
Gm29622	chrY	64383241	64386579
Gm29265	chrY	64419675	64422914
Gm20908	chrY	64481794	64507980
Gm29259	chrY	64569362	64570055
Gm28860	chrY	64606388	64606700
Gm28252	chrY	64643457	64646696
Gm28859	chrY	64792694	64793309
Gm28254	chrY	64947999	64951341
Gm28861	chrY	64952751	64953065
Gm28255	chrY	64989242	64989935
Gm20924	chrY	65213713	65216055
Gm21848	chrY	65281108	65281803
Gm29457	chrY	65324097	65327336
Gm20736	chrY	65386218	65412445
Gm28558	chrY	65472629	65473324
Gm28560	chrY	65509623	65509937
Gm28561	chrY	65511343	65514685
Gm29584	chrY	65546698	65549935
Gm28134	chrY	65804882	65808226
Gm28135	chrY	65840255	65843494
Gm28133	chrY	66134867	66137765
Gm28137	chrY	66130828	66137553
Gm28138	chrY	66099290	66102637
Gm21837	chrY	66092501	66093196
Gm29378	chrY	66529239	66529553
Gm29379	chrY	66530969	66534311
Gm29380	chrY	66562554	66569344
Gm29381	chrY	66566317	66569553
Gm28795	chrY	66677080	66677774
Gm20852	chrY	66751056	66753392
Gm29003	chrY	66768261	66772452
Gm29001	chrY	66817833	66818529
Ssty2	chrY	67057012	67059341
Gm28646	chrY	67123777	67124473
Gm28612	chrY	67161864	67168261
Gm28613	chrY	67165675	67168470
Gm21794	chrY	67416983	67417678
Gm29219	chrY	67480880	67484118
Gm29632	chrY	67514891	67518234
Gm29631	chrY	67519643	67519957
Gm29637	chrY	67556154	67556849
Gm29082	chrY	67686602	67697061
Gm29217	chrY	67690041	67693278
Gm29636	chrY	67727701	67731047
Gm29635	chrY	67732457	67732771
Gm29634	chrY	67768966	67769661
Gm29662	chrY	68142892	68146130
Gm29660	chrY	68176890	68180233
Gm29661	chrY	68181640	68181954
Gm29659	chrY	68218071	68218766
Gm20937	chrY	68279920	68306167
Gm29450	chrY	68365118	68368354
Gm29449	chrY	68400238	68403581
Gm37690	chrY	21887039	21890274
Gm32114	chrY	22105239	22108478
Gm37075	chrY	22140625	22143968
Gm37921	chrY	22150059	22150753
Gm32180	chrY	22186949	22187563
Gm38371	chrY	22398783	22401578
Gm37657	chrY	22433508	22436856
Gm37448	chrY	22442755	22443451
Gm33163	chrY	22479604	22480217
Gm37721	chrY	22691922	22695159
Gm37129	chrY	22733053	22733367
Gm37990	chrY	22769568	22770263
Gm21366	chrY	22830566	22856736
Gm33954	chrY	22915600	22918838
Gm37538	chrY	22950830	22954179
Gm34274	chrY	22997139	22997753
Gm34217	chrY	23008886	23010430
Gm37952	chrY	23207698	23210935
Gm37627	chrY	23272667	23273281
Gm37454	chrY	23494539	23497772
Gm38138	chrY	23567217	23567912
Gm29740	chrY	23628166	23652722
Gm37840	chrY	23712979	23716217
Gm37574	chrY	23748074	23751418
Gm37172	chrY	23794370	23794984
Gm35670	chrY	23806075	23807657
Gm37687	chrY	24006473	24009710
Gm38296	chrY	24041734	24045076
Gm38290	chrY	24046482	24046796
Gm38121	chrY	24083035	24083730
Gm36047	chrY	24144062	24168566
Gm36345	chrY	24228853	24232087
Gm37157	chrY	24261581	24264930
Gm38017	chrY	24270793	24271487
Gm36468	chrY	24307648	24308262
Gm21845	chrY	24337162	24337857
Gm20809	chrY	24410402	24412744
Gm37434	chrY	24519676	24522913
Gm37071	chrY	25032686	25035923
Gm37547	chrY	25067926	25071266
Gm36968	chrY	25072672	25072986
Gm37237	chrY	25585748	25586062
Gm38350	chrY	25622299	25622994
Gm20858	chrY	25683339	25707840
Gm31422	chrY	25768136	25771371
Gm37798	chrY	25800905	25804255
Gm37318	chrY	25810116	25810810
Gm31572	chrY	25846972	25847586
Gm37346	chrY	26058886	26062123
Gm38136	chrY	26094147	26097489
Gm37991	chrY	26135508	26136203
Gm37808	chrY	26164220	26165242
Gm32181	chrY	26281270	26284505
Gm28662	chrY	26323252	26323946
Gm28780	chrY	26360083	26360697
Gm28853	chrY	26565801	26568697
Gm28852	chrY	26603795	26607131
Gm28855	chrY	26608539	26608853
Gm28246	chrY	26827232	26830579
Gm28247	chrY	26836470	26837165
Gm28248	chrY	26873373	26873987
Gm28249	chrY	27021271	27024506
Gm28250	chrY	27059124	27062472
Gm28251	chrY	27068332	27069026
Gm28243	chrY	27105158	27105772
Gm28244	chrY	27116922	27118463
Gm29021	chrY	27310889	27314126
Gm28880	chrY	27348883	27352219
Gm28452	chrY	27390244	27390939
Gm28454	chrY	27536095	27539330
Gm28878	chrY	27572341	27575688
Gm28879	chrY	27581579	27582274
Gm29369	chrY	27618471	27619085
Gm29399	chrY	27766365	27769600
Gm29400	chrY	27813318	27814012
Gm29401	chrY	27850124	27850738
Gm28799	chrY	28060534	28063771
Gm28938	chrY	28285623	28288858
Gm28937	chrY	28332722	28333416
Gm28936	chrY	28369556	28370170
Gm21642	chrY	28399088	28399783
Gm29122	chrY	28580060	28583297
Gm28939	chrY	28622777	28623091
Gm28983	chrY	28659296	28659909
Gm28985	chrY	28671051	28672592
Gm20811	chrY	28764517	28783555
Gm28725	chrY	28801709	28804072
Gm28984	chrY	28826529	28827056
Gm28987	chrY	28864342	28866621
Gm28986	chrY	28949853	28950978
Gm29171	chrY	29045028	29045513
Gm28129	chrY	29112141	29114420
Gm28127	chrY	29175037	29177401
Gm28128	chrY	29219197	29219724
Gm28132	chrY	29350593	29351039
Gm28130	chrY	29514005	29517240
Gm28131	chrY	29543023	29546255
Gm29316	chrY	30087948	30088475
Gm29315	chrY	30110583	30112943
Gm28216	chrY	30150597	30151124
Gm28217	chrY	30265449	30266459
Gm28093	chrY	30316122	30316817
Gm28092	chrY	30351515	30352042
Gm28091	chrY	30378912	30381275
Gm29580	chrY	30497912	30498358
Gm28089	chrY	30568498	30571733
Gm28088	chrY	30597432	30600664
Gm21529	chrY	30795102	30795629
Gm29581	chrY	30836647	30839011
Gm21539	chrY	30861332	30861859
Gm29578	chrY	30899145	30901423
Gm21908	chrY	31187327	31188022
Gm21780	chrY	31222822	31223349
Gm28486	chrY	31245726	31248087
Gm28487	chrY	31404051	31407282
Rbmyf4	chrY	2932582	2939416
Rbmyf5	chrY	3294976	3306449
Gm29288	chrY	3310714	3311614
Rbmyf6	chrY	3326750	3345329
Gm21139	chrY	3349656	3350532
Rbmyf7	chrY	3367147	3410167
Gm21147	chrY	3383123	3384035
Rbmyf8	chrY	3399188	3410167
Gm21156	chrY	3414421	3415289
Rhoay-ps2	chrY	3747151	3747731
Gm2316	chrY	3766452	3767372
Rbmyf9	chrY	3771673	3783267
Gm2325	chrY	3804121	3804701
Gm28649	chrY	3846545	3853545
Gm8521	chrY	3859067	3859672
Gm18177	chrY	3875525	3875928
Gm28429	chrY	3886204	3886566
Gm28413	chrY	3905027	3905317
Gm28412	chrY	3909381	3909557
Gm8525	chrY	3948853	3949713
Gm28414	chrY	3950043	3950336
Gm28648	chrY	3968870	3983656
Gm28647	chrY	3986025	3986221
Gm29435	chrY	3991193	3991881
Vmn2r-ps139	chrY	4005164	4016574
Gm29038	chrY	4164028	4164705
Gm28191	chrY	4227580	4239057
Gm28241	chrY	4531045	4531637
Gm28242	chrY	4586871	4590103
Gm37222	chrY	4666848	4669808
Gm28357	chrY	4885200	4887558
Gm29352	chrY	4892859	4893402
Gm29351	chrY	4903523	4904050
Gm29350	chrY	4940856	4941396
Gm29349	chrY	4951400	4951897
Gm29355	chrY	5002140	5002836
Gm20918	chrY	5043937	5046265
Gm29161	chrY	5340177	5340875
Gm28767	chrY	5383039	5383152
Gm29160	chrY	5391538	5392236
Gm20915	chrY	5440160	5460208
Gm28766	chrY	5465722	5465955
Gm29159	chrY	5472490	5472868
Gm29198	chrY	6198427	6201677
Gm29193	chrY	6220975	6246362
Gm28430	chrY	6224822	6227191
Gm21746	chrY	6237453	6237995
Gm28593	chrY	6259341	6262689
Gm20873	chrY	6267098	6269548
Gm28916	chrY	6305733	6306431
Gm28443	chrY	6870145	6870842
Gm20830	chrY	6916300	6918282
Gm28442	chrY	6952407	6952905
Gm20788	chrY	7027311	7028007
Gm28997	chrY	7196381	7197172
Gm28998	chrY	7253787	7280017
Gm28398	chrY	7299029	7299475
Gm28397	chrY	7340242	7340940
Gm28400	chrY	7353770	7354149
Gm28399	chrY	7377152	7377469
Gm28395	chrY	7378876	7382220
Gm21788	chrY	7405010	7405552
Gm28394	chrY	7415351	7418585
Gm28396	chrY	7464101	7464479
Gm28393	chrY	7552848	7556083
Gm20826	chrY	7632774	7638489
Vmn2r-ps149	chrY	7665545	7666321
Gm28576	chrY	7722941	7749195
Gm28575	chrY	7768203	7768649
Gm28574	chrY	7809403	7810101
Gm28573	chrY	7822919	7823298
Gm28572	chrY	7846294	7846611
Gm28571	chrY	7848018	7851362
Gm28570	chrY	7884460	7887694
Gm29049	chrY	7994833	7997168
Gm20825	chrY	8069168	8071507
Gm29047	chrY	8087690	8087797
Gm29045	chrY	8137439	8138136
Gm29046	chrY	8144038	8147387
Gm29043	chrY	8196252	8198619
Gm37951	chrY	8251026	8254057
Gm20824	chrY	8257907	8284105
Gm28146	chrY	8344310	8345010
Gm28145	chrY	8357996	8358375
Gm28148	chrY	8381405	8382101
Gm28147	chrY	8412716	8415081
Gm28142	chrY	8498822	8499519
Gm28141	chrY	8517395	8517736
Gm28143	chrY	8590448	8590556
Gm28150	chrY	8602111	8602724
Gm28149	chrY	8612098	8612475
Gm28330	chrY	8644954	8654329
Gm28331	chrY	8675892	8678256
Gm28099	chrY	8764233	8764931
Gm20815	chrY	8832821	8835169
Gm28328	chrY	8853288	8853396
Gm28270	chrY	8931764	8931872
Gm28327	chrY	8943097	8943711
Gm28097	chrY	8956616	8956981
Gm29329	chrY	9307879	9310243
Gm28848	chrY	9462449	9477366
Gm29471	chrY	9552436	9553135
Gm29474	chrY	9609197	9609575
Gm28506	chrY	9986127	9986276
Gm28507	chrY	10019064	10019766
Gm29142	chrY	10084919	10085614
Gm21310	chrY	10144735	10147183
Gm28509	chrY	10151537	10154879
Gm28508	chrY	10277698	10278393
Gm20834	chrY	10322618	10324589
Gm28953	chrY	10885361	10886057
Gm20776	chrY	10930578	10931277
Gm20828	chrY	11197024	11199374
Gm28957	chrY	11251236	11251608
Gm28952	chrY	11465876	11466556
Gm28391	chrY	11777111	11777489
Gm28389	chrY	11800542	11801238
Gm28655	chrY	12019193	12019884
Gm28654	chrY	12056605	12056983
Gm28656	chrY	12211889	12212386
Gm35108	chrY	12418987	12419685
Gm37739	chrY	12513577	12516809
Gm37654	chrY	14863840	14867073
Gm37572	chrY	15241461	15244691
Gm37344	chrY	15270053	15273287
Gm37059	chrY	15444179	15445304
Gm31942	chrY	15490643	15492836
Gm37440	chrY	15569795	15572225
Gm38185	chrY	15615108	15615801
Gm37577	chrY	15734796	15737530
